1000 4513
226 239 -966
741 343 -856
144 612 817
10 563 -465
711 685 7
123 239 -830
440 15 -592
926 128 659
240 517 -311
422 428 -50
810 209 -574
813 718 312
159 644 307
470 755 -843
479 621 -402
99 859 768
93 552 -865
996 947 563
724 915 -654
352 213 463
871 755 -901
915 840 -841
606 607 -688
487 77 543
997 200 -352
178 5 -275
61 142 208
377 958 -823
801 97 833
246 984 -186
81 29 -661
835 473 121
860 767 -769
502 630 545
693 870 -963
624 261 -310
840 6 -159
681 764 -628
751 423 68
722 374 -36
687 785 815
347 915 -476
590 859 876
333 736 592
327 854 -714
698 642 813
587 817 759
793 77 -81
982 886 114
758 768 2
220 501 -234
565 604 -601
450 546 927
777 912 -965
450 479 -984
842 386 278
39 697 772
232 308 389
434 325 -508
622 346 544
178 191 57
354 481 -980
853 873 -321
323 246 342
535 870 250
84 602 32
101 197 589
685 57 -429
516 966 -826
597 147 -226
546 792 -741
489 635 -373
444 309 758
236 733 298
381 351 821
152 129 -288
546 715 139
677 646 -412
867 658 -4
520 516 34
973 266 -815
162 694 2
961 239 -184
528 775 -407
189 343 -383
140 506 385
237 591 182
78 121 -788
834 672 -158
889 436 299
377 914 956
921 634 562
441 684 -888
635 578 -143
130 131 248
882 331 -501
975 237 -81
341 225 733
364 479 -240
546 301 -629
547 100 -24
599 977 704
113 511 -22
821 421 377
438 682 312
302 773 227
963 602 305
588 885 751
993 829 -398
343 793 677
764 446 795
434 151 -609
695 746 659
780 989 -533
741 382 -31
589 543 -382
197 16 -272
655 645 19
52 468 946
66 292 -153
137 948 813
53 319 -489
218 238 790
407 576 869
786 404 -166
18 215 304
717 1 -614
246 637 0
280 318 812
806 713 -961
986 812 43
905 980 562
11 255 -117
602 897 122
574 260 -213
894 131 -574
398 191 530
426 973 -765
675 18 -677
964 329 365
661 514 -915
910 809 37
396 37 -188
872 966 186
838 954 -305
446 634 647
13 861 191
695 457 -133
677 561 514
172 885 588
952 547 -756
989 469 601
300 548 -773
558 578 -638
61 439 419
329 68 -460
99 221 499
820 219 677
257 463 576
959 158 938
467 947 1
699 175 -795
790 836 -702
866 716 -752
408 119 -809
340 971 -579
833 94 64
208 592 398
36 740 -402
966 936 277
29 826 934
398 873 415
52 270 -199
351 710 17
548 129 627
918 759 -24
304 672 75
767 771 225
211 9 820
700 402 617
821 535 -700
242 548 -325
641 775 9
617 432 212
985 828 -758
40 861 -351
582 763 -670
440 174 215
402 473 -84
644 880 180
220 833 392
733 466 -153
404 902 269
953 816 -753
775 964 -390
702 315 -48
622 391 -496
523 954 144
481 205 -884
645 425 -717
537 936 -143
967 631 -916
317 372 -960
792 422 496
770 543 291
194 338 -774
338 286 75
627 789 -995
40 720 310
636 739 0
250 615 591
573 961 -183
66 424 269
68 664 -477
229 857 -13
685 760 337
3 817 -232
464 437 55
423 217 -74
467 709 719
273 697 -957
638 39 571
350 635 -174
456 470 998
529 792 -831
301 510 798
12 28 637
434 257 438
113 894 -922
42 683 -743
510 865 638
229 371 542
195 861 693
698 657 466
656 662 559
614 174 -864
491 482 314
654 98 24
834 126 802
510 917 -153
442 123 -613
632 948 946
808 249 77
496 720 -366
268 756 382
194 570 621
310 927 -925
341 184 48
798 858 -127
681 647 260
500 897 -61
657 124 83
875 277 931
376 658 -835
830 848 952
627 96 719
904 256 702
36 838 -608
351 48 -600
414 631 726
833 589 -792
937 385 -129
219 407 223
995 134 93
173 558 4
123 491 -552
453 308 997
443 906 251
458 253 394
638 346 741
258 33 -538
710 401 -727
7 520 -828
299 366 -651
378 403 -764
391 516 207
