1000 10000
330 669 -632307465
680 238 -863643032
392 629 -400011105
792 197 876546160
501 3 -350654505
358 136 -524203348
503 281 -742062160
806 104 84793035
894 462 76956410
242 434 -16946637
274 494 771970837
477 862 122675864
478 485 -895863212
636 974 -191325153
606 399 -881319503
8 796 -121474106
584 138 944606108
970 283 87320625
145 585 189449195
832 636 831758591
998 858 -940713597
410 333 390411913
807 340 274307602
537 240 863721662
140 524 -820663341
593 230 540934225
524 802 -958483177
354 75 346647466
892 486 -928067386
579 700 24746643
734 714 -390358018
586 323 828978455
669 316 156912298
566 469 286717926
236 111 78969117
91 865 556518335
519 896 885967213
970 512 721277493
56 846 -75271614
778 234 -748253459
687 104 999962299
550 647 -654461835
930 23 -408883162
493 221 882791649
876 419 342686272
233 53 66001472
281 318 -808713910
67 824 204555718
910 883 -679126386
923 290 -838288051
11 729 346852196
598 903 314981427
823 66 -236738282
1000 624 -607138797
990 152 -725138481
704 835 848640340
700 153 -864129403
859 489 -400784196
238 356 125780597
33 891 -526267859
443 902 -236023261
36 713 632889422
670 821 -93903541
869 813 505740643
177 586 803606743
506 247 -92802661
555 640 736315079
970 430 291120058
748 33 686464128
587 603 -549158906
254 461 -636233050
562 926 555262385
943 656 -271091677
713 578 -883610952
990 168 -942707351
578 83 210921301
61 932 496894840
57 497 -497312645
917 354 543291919
639 237 -628685621
88 988 968280758
473 239 -312028553
549 264 124662080
751 540 485916655
392 54 173987451
107 979 44338368
477 429 734366254
812 744 -282104470
259 226 406274521
126 429 863946316
624 512 -476531988
35 726 323733366
678 292 -853369386
677 735 -420937895
878 162 523908804
469 769 721711422
253 572 178286716
990 555 35691908
971 7 -894237465
293 437 322726
155 437 978039894
881 465 -668382441
835 28 362061813
722 96 506028238
829 733 302064057
843 456 369919587
113 77 -639180227
613 410 406530026
287 909 -489326018
383 441 -80385941
682 871 -816068392
713 79 -870337900
622 231 -5321265
70 884 -698852560
418 817 540730057
758 944 -154396958
104 69 -757728301
35 127 -263475190
262 530 691376259
767 33 60691414
66 687 -816485049
886 530 197655076
574 898 -288939140
720 264 -950331739
951 818 486628161
536 424 457696531
118 841 -625846127
685 823 654530492
964 310 -877546259
900 208 -778506735
870 986 -641239820
426 169 948232416
925 965 -499801237
676 486 -861982884
877 906 807432562
871 104 -296565193
872 571 865731032
264 833 -784707794
830 634 -968260050
914 456 -915902755
266 819 695591533
432 347 999098758
373 841 321230094
156 948 -892801649
815 233 862738004
422 690 1710050
554 539 967834286
842 234 -98933777
751 134 220418270
271 775 103981525
43 481 -532583983
418 315 222179927
813 346 -25427836
129 523 158750487
864 274 601549383
624 379 -504466911
487 162 -503555590
705 383 -793477594
32 580 587187085
414 788 -238925667
343 999 648431155
665 101 -886531547
71 42 -280612405
797 965 -421013973
508 81 238485649
728 458 -143671614
890 7 520046526
469 639 -977847358
828 458 957321180
563 982 -564843654
264 665 510993443
675 277 -955199769
102 236 -593755649
831 860 -11566669
911 879 322481748
253 919 44115458
589 183 -690651564
9 572 -355178864
192 291 653747772
336 708 165389840
390 436 -603752500
212 203 -698847115
515 151 912977845
527 651 692286930
196 103 224768472
626 842 -221296225
639 849 101869151
193 32 -967577629
89 385 -219456025
862 629 572100712
584 249 -287935417
616 443 841274337
90 158 112163093
803 54 891021784
883 424 -83853839
269 602 -717656933
697 735 197640204
363 194 811669387
945 618 297867273
994 673 -801685470
315 115 -706642108
869 414 581070390
701 492 -512555164
834 842 552490760
268 351 -779465580
147 860 -260736382
449 523 -257130859
212 72 -47454417
691 32 -747634533
674 537 -90384874
961 878 411748730
575 873 -683196322
222 113 -627268444
931 403 826457015
191 74 -11374964
986 746 -1278591
726 734 827680179
632 45 946518616
231 405 -53482078
126 46 -199280924
44 756 998628855
739 314 -443813989
303 380 -336431803
281 324 -685956980
558 456 59479214
733 274 914212187
109 186 463743180
438 816 -404549546
165 863 922148720
775 362 -664179195
429 478 421415274
733 364 -375127338
508 320 -768577680
747 297 793621372
600 955 -655995500
891 174 597533275
168 39 -602800980
60 420 -909485641
83 932 434234566
26 657 -110516436
312 812 -71360936
958 546 841296517
104 821 54874082
380 165 -594332093
88 557 38425391
19 730 -382036781
700 254 -589334885
387 98 87788438
911 768 -694912751
504 313 837294322
266 78 -91982873
559 101 761676703
754 516 428447527
251 87 -496293565
403 726 871624516
183 453 123938655
684 521 -551551362
16 420 742516649
764 147 -611253569
694 311 144012180
19 594 808957899
878 271 -987759591
442 766 887045363
15 401 -543598349
799 679 74043815
492 766 270111600
283 753 386980558
346 128 856540296
915 18 -984664526
116 80 272015189
755 737 418295089
205 800 97106280
864 523 964171794
827 194 -195694171
341 409 -241955889
169 961 -360262918
9 224 -802322380
737 515 -845756039
363 774 -415768177
8 436 102493957
258 68 -489206099
823 868 -714210474
787 941 -49395248
435 617 685467538
842 934 865093990
432 630 562252159
689 113 -269697259
268 151 424157938
830 436 -368173439
601 847 -640995403
383 319 696897879
456 283 -557066106
823 159 -651125696
297 369 -189690992
303 1 -817245082
389 436 -368480237
746 756 -294400389
282 195 692599561
499 197 549604743
474 482 -873563896
734 837 -625687904
338 71 -203519154
979 999 942923743
512 556 -387178373
41 652 77264066
724 581 79015118
550 26 773231442
150 214 714241503
125 740 124496511
319 643 -30120615
904 271 -690043571
48 534 -652922400
120 251 -695870880
133 218 -658451716
720 247 -65151811
674 916 512779279
712 106 775316942
525 1000 965028796
554 114 -949136892
121 928 499667254
575 909 745477320
151 922 -933592056
414 183 745437603
11 156 965049069
40 489 762101408
264 158 337279449
136 898 -619774556
811 329 -517990434
499 763 -689549460
63 626 829224649
324 697 755979048
436 415 616692908
945 622 764211423
641 683 -297278024
29 327 505937312
835 345 -742837904
745 212 887765820
870 542 614980185
65 956 -521556295
225 839 -918735599
779 909 250621872
34 802 698601706
203 286 -825111601
1 253 123342746
798 565 435650559
466 936 -800831234
333 692 734063897
138 14 704087137
486 933 -609749278
520 592 -76733292
459 289 696769722
228 742 -999396733
604 853 318420847
635 220 706725791
529 464 385761219
10 183 65199571
409 267 147953517
71 105 20906123
938 38 465063627
288 208 477932046
513 71 -459562925
853 455 854480568
768 148 643048516
927 385 -354288762
835 555 -862808228
284 750 793753721
449 239 787945573
18 49 548656307
334 62 -866131589
274 10 171586414
38 59 -329280339
127 399 480489626
228 312 543609550
339 703 547071993
258 800 -542119232
199 948 -6642259
345 901 -34449220
325 136 261205138
843 53 -330513999
754 167 -242658086
301 27 -968901216
529 200 -338186585
914 248 876259539
527 48 -85961976
479 801 31749359
646 298 30293208
839 909 26414655
166 326 636301986
710 902 62337639
7 288 493671805
652 660 -92352957
832 442 673958529
998 252 -7986743
109 585 -680054810
452 24 758814564
69 888 -272298923
826 630 957423785
921 803 260999876
642 545 -881497836
16 173 -311799188
632 464 -245527703
787 225 670526720
461 672 -403457416
866 269 656430655
354 264 306110829
558 742 -595697410
206 570 703710123
762 25 -30869180
949 218 -191027867
902 900 -840071920
643 800 -806416232
612 483 863251225
81 186 -227644054
656 292 -47416349
450 737 926842531
264 635 870181394
665 957 343958778
177 912 740431832
23 314 -96429893
827 346 -127274087
301 734 99570411
886 81 797061517
794 504 -190338033
538 362 789910379
277 961 -390888562
526 956 606682809
961 534 711741195
13 487 -978516047
212 304 343556863
71 288 -228412305
138 297 884107068
302 70 -992201415
850 874 -127686736
590 34 -193046861
639 372 176662554
7 368 -434408204
558 476 683597726
669 600 607032244
955 900 -672648192
521 554 643423549
472 620 -100803159
608 579 -64647245
22 758 -670830525
253 809 945209327
125 631 980823295
244 279 932887536
46 319 -679697250
120 603 51001949
12 614 -707048531
961 825 -207044599
440 609 -477493920
66 209 708127603
367 821 -942698301
242 796 -73378906
914 527 154959981
225 181 510470003
668 182 438061383
973 592 -796242290
613 315 -820544764
378 981 -712102954
503 950 -327783931
246 729 -784653806
816 413 -956256720
49 325 -976376544
186 792 -875817874
933 891 -135725225
247 881 47108715
803 390 -723788223
69 777 -738770247
123 905 -385517158
232 42 -342052029
985 824 -467508592
381 790 505361407
850 844 901295017
886 521 739188022
589 648 842345752
427 647 82875838
803 186 -665003488
602 368 947335011
717 179 331214328
229 864 -513383963
419 888 911388077
970 490 893556057
507 419 148494581
37 582 464494034
62 37 757453745
836 834 -612539443
624 865 906084911
841 839 -61327595
547 596 437239420
483 622 202297698
130 293 316995866
296 662 422942450
78 52 243673171
569 829 -232804758
17 575 -578346037
983 876 -936223261
419 190 200596015
495 773 359430480
668 849 70600959
840 713 235237170
351 677 -570508450
613 386 -736430347
282 550 -135452085
449 304 -261729227
702 763 446433536
236 94 -504728748
101 176 -828887073
648 689 -580987348
232 848 -379899208
976 693 -616621467
523 203 -400497192
656 577 258695937
44 356 321791125
235 764 -164163655
304 433 -987933549
461 631 -694875137
668 184 47718128
336 354 -937268813
846 758 166864418
331 511 -889738684
927 116 148978070
627 977 -349736338
314 194 -338044348
724 447 -956090123
88 305 43143927
232 386 -30945006
651 605 -646909021
226 85 513676616
883 702 861581810
929 418 95619532
767 797 557978713
12 586 230410145
195 709 -554460574
781 816 154237935
640 634 -642187745
115 501 -575917526
838 563 471398839
248 270 685766431
764 373 -816556154
471 558 354381614
773 315 -78869642
708 870 -272006611
842 604 -49344306
327 573 8477415
453 246 318333499
386 984 -302019594
140 810 572283572
648 163 -964674156
844 387 -963956601
81 47 -411281827
889 19 -11300473
915 331 817583984
90 75 767278319
